pairID,annotator_labels,genre,gold_label,promptID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse,s1_emb,s2_emb,s1_pir,s2_pir,s1_sha,s2_sha
22996e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",government,entailment,22996,The national award was created to recognize an attorney in practice for less than 10 years for excellence in public interest or pro bono activities.,( ( The ( national award ) ) ( ( was ( created ( to ( ( recognize ( ( an attorney ) ( in practice ) ) ) ( for ( ( ( less ( than 10 ) ) years ) ( for ( excellence ( ( ( ( in ( public interest ) ) or ) ( pro bono ) ) activities ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ national) (NN award)) (VP (VBD was) (VP (VBN created) (S (VP (TO to) (VP (VB recognize) (NP (NP (DT an) (NN attorney)) (PP (IN in) (NP (NN practice)))) (PP (IN for) (NP (NP (QP (JJR less) (IN than) (CD 10)) (NNS years)) (PP (IN for) (NP (JJ excellence) (UCP (PP (IN in) (NP (JJ public) (NN interest))) (CC or) (ADVP (FW pro) (FW bono))) (NNS activities)))))))))) (. .))),There is a national award given to attorneys who have been practicing for less than a decade. ,( There ( ( is ( ( a ( national award ) ) ( given ( to ( attorneys ( who ( have ( been ( practicing ( for ( ( less ( than a ) ) decade ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT a) (JJ national) (NN award)) (PP (VBN given) (PP (TO to) (NP (NP (NNS attorneys)) (SBAR (WHNP (WP who)) (S (VP (VBP have) (VP (VBN been) (VP (VBG practicing) (PP (IN for) (NP (QP (JJR less) (IN than) (DT a)) (NN decade))))))))))))) (. .))),"The prestigious national accolade was meticulously crafted with the noble intention of bestowing honor upon a distinguished legal practitioner, whose illustrious career spans less than a decade, as a testament to their unparalleled excellence in selflessly serving the greater good and advocating for the underprivileged individuals or causes.","Behold, there exists a prestigious accolade bestowed upon those legal practitioners who, with their unwavering commitment and astute expertise, have gallantly served the realm for a mere decade or less.","The national award be made to honor a matey lawyer who be sailin' on the seas o' justice fer less than 10 years, showin' excellence in public interest or pro bono activities.",Thar be a national award bestowed upon lawyers who have been wieldin' their skills for less than a decade.,"The national accolade hath been created to bestow honor upon an attorney in their nascent practice of not more than ten years, for their commendable pursuits in public interest or pro bono endeavors.",A national accolade dost exist which is bestowed upon attorneys who hath practiced for a span of less than a decade.
22149c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",fiction,contradiction,22149,Tommy felt his ascendancy less sure than a moment before.,( Tommy ( ( felt ( ( his ascendancy ) ( less ( sure ( than ( ( a moment ) before ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Tommy)) (VP (VBD felt) (S (NP (PRP$ his) (NN ascendancy)) (ADJP (RBR less) (JJ sure) (PP (IN than) (ADVP (NP (DT a) (NN moment)) (IN before)))))) (. .))),Tommy got more sure about his ascendancy.,( Tommy ( ( ( got ( more sure ) ) ( about ( his ascendancy ) ) ) . ) ),(ROOT (S (NP (NNP Tommy)) (VP (VBD got) (ADJP (RBR more) (JJ sure)) (PP (IN about) (NP (PRP$ his) (NN ascendancy)))) (. .))),"Tommy's sense of dominance and supremacy wavered, casting a shadow of uncertainty upon him, abruptly making him question the rock-solid ground beneath his feet.","Tommy's confidence in his ascendancy burgeoned, blooming like a resplendent flower in full bloom, as he became increasingly assured of his rightful place at the pinnacle of power.",Tommy be feelin' his ascendancy less sure than a moment afore.,Tommy got more certain about his dominion.,Tommy felt his ascendancy less assured than a moment hence.,Tommy hath gained greater certainty regarding his ascent.
108624e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",government,entailment,108624,"Exhibit 3 presents total national emissions of NOx and SO2 from all sectors, including power.","( ( Exhibit 3 ) ( ( presents ( ( ( ( ( total ( national emissions ) ) ( of ( ( NOx and ) SO2 ) ) ) ( from ( all sectors ) ) ) , ) ( including power ) ) ) . ) )","(ROOT (S (NP (NN Exhibit) (CD 3)) (VP (VBZ presents) (NP (NP (JJ total) (JJ national) (NNS emissions)) (PP (IN of) (NP (NNP NOx) (CC and) (NNP SO2))) (PP (IN from) (NP (DT all) (NNS sectors))) (, ,) (PP (VBG including) (NP (NN power))))) (. .)))",In Exhibit 3 there are the total national emissions od NOx and SO2 from all sectors.,( ( In ( Exhibit 3 ) ) ( there ( ( are ( ( ( the ( total ( national ( emissions ( od NOx ) ) ) ) ) and ) ( SO2 ( from ( all sectors ) ) ) ) ) . ) ) ),(ROOT (S (PP (IN In) (NP (NN Exhibit) (CD 3))) (NP (EX there)) (VP (VBP are) (NP (NP (DT the) (JJ total) (JJ national) (NNS emissions) (NN od) (NN NOx)) (CC and) (NP (NP (NNP SO2)) (PP (IN from) (NP (DT all) (NNS sectors)))))) (. .))),"Behold, within Exhibit 3 lies the ethereal portrayal of the grand tapestry that encompasses the culmination of national emissions, both mighty and formidable, of the noxious NOx and the sullying SO2. This embodiment of data unveils the collective exhalation from all sectors, including the illustrious realm of power.","Behold, within the very confines of Exhibit 3, lies a comprehensive compilation of the utmost national emissions of NOx and SO2, graciously emanating from every corner and facet of myriad sectors.","Exhibit 3 be showin' total national emissions o' NOx an' SO2 from all sectors, includin' power.",In Exhibit 3 thar be the total national emissions of NOx and SO2 from all sectors.,"Hark! Exhibit 3 doth presenteth the total national emissions of NOx and SO2 from all sectors, includeth power.","Verily, in Exhibit 3 doth lie the sum of the national emissions of NOx and SO2, from all sectors."
75084e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,75084,"Hindus then went on the rampage through Sikh communities, resulting in a round of communal violence.","( Hindus ( then ( ( ( ( ( went ( on ( the rampage ) ) ) ( through ( Sikh communities ) ) ) , ) ( resulting ( in ( ( a round ) ( of ( communal violence ) ) ) ) ) ) . ) ) )","(ROOT (S (NP (NNS Hindus)) (ADVP (RB then)) (VP (VBD went) (PP (IN on) (NP (DT the) (NN rampage))) (PP (IN through) (NP (NNP Sikh) (NNS communities))) (, ,) (S (VP (VBG resulting) (PP (IN in) (NP (NP (DT a) (NN round)) (PP (IN of) (NP (JJ communal) (NN violence)))))))) (. .)))",Communal violence resulted from the Hindu rampage through Sikh communities.,( ( Communal violence ) ( ( ( resulted ( from ( the ( Hindu rampage ) ) ) ) ( through ( Sikh communities ) ) ) . ) ),(ROOT (S (NP (JJ Communal) (NN violence)) (VP (VBD resulted) (PP (IN from) (NP (DT the) (NNP Hindu) (NN rampage))) (PP (IN through) (NP (NNP Sikh) (NNS communities)))) (. .))),"In a tumultuous turn of events, the followers of the Hindu faith unleashed their fury upon the peaceful Sikh communities, engendering a vicious cycle of interfaith strife and mayhem.","The tumultuous fury of the Hindu rampage left a trail of communal violence, inflicting its wrath upon the peaceful Sikh communities.","Buccaneers then went on the rampage through Sikh crews, resulting in a round of naval violence.",Communal violence befallen from the Hindu rampage through Sikh shipmate villages.,"Hindus did then embark upon a rampage amidst Sikh communities, thereby giving rise to a round of communal violence.",Communal violence did ensue from the Hindu rampage through Sikh communities.
117886c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",government,contradiction,117886,and these comments were considered in formulating the interim rules.,( and ( ( these comments ) ( ( were ( considered ( in ( formulating ( the ( interim rules ) ) ) ) ) ) . ) ) ),(ROOT (S (CC and) (NP (DT these) (NNS comments)) (VP (VBD were) (VP (VBN considered) (PP (IN in) (S (VP (VBG formulating) (NP (DT the) (JJ interim) (NNS rules))))))) (. .))),The interim rules failed to take the comments into consideration.,( ( The ( interim rules ) ) ( ( failed ( to ( ( take ( the comments ) ) ( into consideration ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ interim) (NNS rules)) (VP (VBD failed) (S (VP (TO to) (VP (VB take) (NP (DT the) (NNS comments)) (PP (IN into) (NP (NN consideration))))))) (. .))),The reverberating echoes of these enlightening comments were carefully and diligently taken into account when meticulously crafting the interim regulations.,"Regrettably, the interim rules have proven remiss in their dutiful duty of duly acknowledging and incorporating the bountiful comments and observations graciously submitted for consideration.",and these comments were considered in makin' the interim rules.,"The interim rules be not takin' the comments into account, matey.","Verily, these comments hath been duly pondered upon in the crafting of the provisional decrees.",The interim rules did fail to take the comments into consideration.
82300e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",travel,entailment,82300,"As the road climbs toward the entrance, you'll pass fields full of Santorini's famed tomatoes growing on the steep slopes.","( ( As ( ( the road ) ( climbs ( toward ( the entrance ) ) ) ) ) ( , ( you ( ( 'll ( pass ( fields ( full ( of ( ( ( Santorini 's ) ( famed tomatoes ) ) ( growing ( on ( the ( steep slopes ) ) ) ) ) ) ) ) ) ) . ) ) ) )","(ROOT (S (SBAR (IN As) (S (NP (DT the) (NN road)) (VP (VBZ climbs) (PP (IN toward) (NP (DT the) (NN entrance)))))) (, ,) (NP (PRP you)) (VP (MD 'll) (VP (VB pass) (NP (NP (NNS fields)) (PP (JJ full) (IN of) (NP (NP (NP (NNP Santorini) (POS 's)) (JJ famed) (NNS tomatoes)) (VP (VBG growing) (PP (IN on) (NP (DT the) (JJ steep) (NNS slopes))))))))) (. .)))","Along side the road leading to the entrance, you will pass fields of tomatoes.","( ( Along ( ( side ( the road ) ) ( leading ( to ( the entrance ) ) ) ) ) ( , ( you ( ( will ( pass ( fields ( of tomatoes ) ) ) ) . ) ) ) )","(ROOT (S (PP (IN Along) (S (NP (NP (NN side)) (NP (DT the) (NN road))) (VP (VBG leading) (PP (TO to) (NP (DT the) (NN entrance)))))) (, ,) (NP (PRP you)) (VP (MD will) (VP (VB pass) (NP (NP (NNS fields)) (PP (IN of) (NP (NNS tomatoes)))))) (. .)))","As you venture forth on the ascending pathway leading to the grand entrance, behold the captivating sight that unfolds before your very eyes - vast stretches of picturesque fields, adorned with nothing less than the illustrious Santorini's renowned tomatoes, flourishing and thriving upon the treacherously inclined terrain.","As you traverse the path meandering towards the gateway, your gaze shall chance upon vast stretches of flourishing tomato fields.","As the road be climbin' toward the entrance, ye'll pass fields full o' Santorini's famed tomatoes growin' on the steep slopes.","Avast! Beside the road leadin' to the entrance, ye will pass fields o' tomatoes.","Upon the path's ascent towards the gate, thou shalt voyage past fields abundant with Santorini's famed tomatoes, flourishing on the inclined slopes.","By the roadside that doth guide thee to the entrance, thou shalt behold fields filled with plump tomatoes."
137499e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",fiction,entailment,137499,His plan was to drive straight up to the house.,( ( His plan ) ( ( was ( to ( ( drive straight ) ( up ( to ( the house ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP$ His) (NN plan)) (VP (VBD was) (S (VP (TO to) (VP (VB drive) (ADVP (RB straight)) (ADVP (RB up) (PP (TO to) (NP (DT the) (NN house)))))))) (. .))),He had intended to drive directly up to the house.,( He ( ( had ( intended ( to ( ( drive ( directly up ) ) ( to ( the house ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBD had) (VP (VBN intended) (S (VP (TO to) (VP (VB drive) (ADVP (RB directly) (RB up)) (PP (TO to) (NP (DT the) (NN house)))))))) (. .))),"His grand design entailed a bold and unwavering approach, as he aimed to traverse the path unhindered and proceed directly towards the sacred abode.","With resolute determination, he had envisaged a direct voyage towards the abode.","'is plan be t' drive straight up t' th' house, me heartie.",He had meant to sail straight up to the house.,His purpose wast to drive straight up to the abode.,"Verily, he had purposed to drive straightway unto the dwelling."
73260c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",travel,contradiction,73260,The disputes among nobles were not the first concern of ordinary French citizens.,( ( ( The disputes ) ( among nobles ) ) ( ( ( were not ) ( ( the ( first concern ) ) ( of ( ordinary ( French citizens ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (NNS disputes)) (PP (IN among) (NP (NNS nobles)))) (VP (VBD were) (RB not) (NP (NP (DT the) (JJ first) (NN concern)) (PP (IN of) (NP (JJ ordinary) (JJ French) (NNS citizens))))) (. .))),One of the first concerns of the ordinary French citizens were the disputes among nobles.,( ( One ( of ( ( the ( first concerns ) ) ( of ( the ( ordinary ( French citizens ) ) ) ) ) ) ) ( ( were ( ( the disputes ) ( among nobles ) ) ) . ) ),(ROOT (S (NP (NP (CD One)) (PP (IN of) (NP (NP (DT the) (JJ first) (NNS concerns)) (PP (IN of) (NP (DT the) (JJ ordinary) (JJ French) (NNS citizens)))))) (VP (VBD were) (NP (NP (DT the) (NNS disputes)) (PP (IN among) (NP (NNS nobles))))) (. .))),The wrangling amidst the noble rank did not take precedence in the minds nor rouse the attentions of the ordinary citizens of France.,"Amongst the early worries of the common folk of France, a matter of utmost importance manifested in the form of the contentions betwixt the elevated echelons of the noble class.",Avast! The quarrels betwixt the nobles be not the first port o' call for ordinary French buccaneers.,One of the first concerns of the ordinary French scallywags were the quarrels among the noble scallywags.,The wranglings amidst the noble brethren were not the primary worry of the simple folk of France.,"Aye, the initial worries of the average French denizens were the conflicts amidst the noble class."
18027c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",government,contradiction,18027,They said that (1) agencies need to be able to design their procedures to fit their particular circumstances (e.g.,( They ( said ( ( that ( -LRB- ( 1 -RRB- ) ) ) ( agencies ( need ( to ( be ( able ( to ( ( design ( their procedures ) ) ( to ( fit ( ( their particular ) ( circumstances ( -LRB- e.g. ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),(ROOT (S (NP (PRP They)) (VP (VBD said) (SBAR (WHNP (WDT that)) (PRN (-LRB- -LRB-) (NP (CD 1)) (-RRB- -RRB-)) (S (NP (NNS agencies)) (VP (VBP need) (S (VP (TO to) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB design) (NP (PRP$ their) (NNS procedures)) (S (VP (TO to) (VP (VB fit) (NP (NP (PRP$ their) (NN particular)) (NP (NNP circumstances) (-LRB- -LRB-) (NNP e.g.))))))))))))))))))),It was stated that the agencies could ignore circumstances related to themselves.,( It ( ( was ( stated ( that ( ( the agencies ) ( could ( ( ignore circumstances ) ( related ( to themselves ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBD was) (VP (VBN stated) (SBAR (IN that) (S (NP (DT the) (NNS agencies)) (VP (MD could) (VP (VB ignore) (NP (NNS circumstances)) (ADVP (VBN related) (PP (TO to) (NP (PRP themselves)))))))))) (. .))),"It was professed that agencies must possess the inherent capacity to artfully tailor their methodologies in perfect harmony with their unique set of circumstances (such as,",It was asserted that the esteemed agencies possessed the uncanny ability to disregard any circumstances that happened to be remotely connected to their own selves.,They be claimin' that (1) mateys need to be able to design their procedures to fit their particular circumstances (e.g.,"It be declared that the agencies could turn a blind eye to circumstances related to their own selves, arrr.",They proclaimeth that agencies shouldst be capable of devising procedures that aligneth with their particular circumstances (e.g.,"'Twas proclaimed that the agencies, perchance, may disregard circumstances affiliated with their very own existence."
95663e,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",government,entailment,95663,Base year data will be actual receipt and outlay data for the last completed fiscal year,( ( Base ( year data ) ) ( will ( be ( ( actual ( receipt ( and ( outlay data ) ) ) ) ( for ( ( the last ) ( completed ( fiscal year ) ) ) ) ) ) ) ),(ROOT (S (NP (NNP Base) (NN year) (NNS data)) (VP (MD will) (VP (VB be) (NP (NP (JJ actual) (NN receipt) (CC and) (NN outlay) (NNS data)) (PP (IN for) (NP (NP (DT the) (JJ last)) (VP (VBN completed) (NP (JJ fiscal) (NN year)))))))))),Base year data will be actual receipt and outlay data.,( ( Base ( year data ) ) ( ( will ( be ( actual ( receipt ( and ( outlay data ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Base) (NN year) (NNS data)) (VP (MD will) (VP (VB be) (NP (JJ actual) (NN receipt) (CC and) (NN outlay) (NNS data)))) (. .))),The sublime foundation for our analysis shall rest upon the empirical corpus of veritable receipts and consequential expenditures hailing from the most recently concluded fiscal cycle.,The foundational datum shall subsist of genuine records pertaining to both the acquisition and the disbursement of funds.,"Arrr, the base year data be willin' be th' actual receipt an' outlay data fer th' last completed fiscal year.","Base year data be actual receipt and outlay data, me matey.",The data of the base year shall consist of the veritable records of receipts and expenditures from the recently concluded fiscal year.,The fundamental year's data shall consist of the true records of receipts and disbursements.
2496e,"['entailment', 'entailment', 'entailment', 'neutral', 'entailment']",government,entailment,2496,He also has a private practice.,( He ( also ( ( has ( a ( private practice ) ) ) . ) ) ),(ROOT (S (NP (PRP He)) (ADVP (RB also)) (VP (VBZ has) (NP (DT a) (JJ private) (NN practice))) (. .))),He has private practices as well.,( He ( ( ( has ( private practices ) ) ( as well ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBZ has) (NP (JJ private) (NNS practices)) (ADVP (RB as) (RB well))) (. .))),"In addition, he possesses an exclusive and esteemed private establishment, wherein he engages in the noble pursuit of his professional endeavors.","In addition to his regular professional endeavors, he delves into a clandestine world of private practices.",He also be havin' a private practice.,He be havin' private practices as well.,Yon gentleman doth holdeth a private practice.,"Verily, he doth engage in confidential enterprises as well."
79485n,"['neutral', 'neutral', 'entailment', 'neutral', 'neutral']",fiction,neutral,79485,"On my honour, I will hang him as high as Haman!""","( ( On ( my honour ) ) ( , ( I ( ( ( will ( hang ( him ( as ( high ( as Haman ) ) ) ) ) ) ! ) '' ) ) ) )","(ROOT (S (PP (IN On) (NP (PRP$ my) (NN honour))) (, ,) (NP (PRP I)) (VP (MD will) (VP (VB hang) (S (NP (PRP him)) (ADJP (RB as) (JJ high) (PP (IN as) (NP (NNP Haman))))))) (. !) ('' '')))",I will hang him with glee.,( I ( ( will ( ( hang him ) ( with glee ) ) ) . ) ),(ROOT (S (NP (PRP I)) (VP (MD will) (VP (VB hang) (NP (PRP him)) (PP (IN with) (NP (NN glee))))) (. .))),"By the solemnity of my honor, I shall elevate him to the greatest heights, surpassing even the elevated position of Haman.","With great delight and an exuberant heart, I shall proceed to suspend him in the air.","On me honour, I will be hangin' him as high as Haman!","I'll be hangin' him with great pleasure, arr!","Upon my honor, I vow to hoist him up, as lofty as Haman!",I shall hang him with great mirth.
116582c,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",travel,contradiction,116582,"On your right is the entrance to the 16th-century Sandal Bedesten, with lovely brick vaults supported on massive stone pillars.","( ( On ( your right ) ) ( ( is ( ( ( ( the entrance ) ( to ( the ( 16th-century ( Sandal Bedesten ) ) ) ) ) , ) ( with ( ( lovely ( brick vaults ) ) ( supported ( on ( massive ( stone pillars ) ) ) ) ) ) ) ) . ) )","(ROOT (SINV (PP (IN On) (NP (PRP$ your) (NN right))) (VP (VBZ is)) (NP (NP (DT the) (NN entrance)) (PP (TO to) (NP (DT the) (JJ 16th-century) (NNP Sandal) (NNP Bedesten))) (, ,) (PP (IN with) (NP (NP (JJ lovely) (NN brick) (NNS vaults)) (VP (VBN supported) (PP (IN on) (NP (JJ massive) (NN stone) (NNS pillars))))))) (. .)))",We will not be able to show you the entrance to the Sandal Bedesten because of construction.,( We ( ( ( will not ) ( be ( able ( to ( show ( you ( ( the entrance ) ( to ( ( the ( Sandal Bedesten ) ) ( because ( of construction ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP We)) (VP (MD will) (RB not) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB show) (S (NP (PRP you)) (NP (NP (DT the) (NN entrance)) (PP (TO to) (NP (NP (DT the) (NNP Sandal) (NNP Bedesten)) (PP (RB because) (IN of) (NP (NN construction))))))))))))) (. .))),"Behold, to the right of your very presence, lies the entrance to the illustrious Sandal Bedesten, a marvel of the 16th century. Its exquisite architectural display graces the beholder's gaze with enchanting brick vaults, carefully upheld by colossal pillars of solid stone.","Alas, due to ongoing renovations, it pains us to admit that we shall be unable to unveil the illustrious portal leading to the enchanting realm of Sandal Bedesten.","On yer starboard be the entrance to the 16th-century Sandal Bedesten, wit' lovely brick vaults supported on massive stone pillars.",We won't be able to show ye the entrance to the Sandal Bedesten because of construction.,"Upon thy right doth reside the entrance to the Sandal Bedesten, a structure of the 16th century, where comely brick vaults are sustained by sturdy pillars hewn from stone.","We shall not be able to disclose to thee the path to the Sandal Bedesten, for it is obstructed by the workings of construction."
86480c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction']",government,contradiction,86480,"Tax records show Waters earned around $65,000 in 2000.","( ( Tax records ) ( ( show ( Waters ( ( earned ( around ( $ 65,000 ) ) ) ( in 2000 ) ) ) ) . ) )","(ROOT (S (NP (NNP Tax) (NNS records)) (VP (VBP show) (SBAR (S (NP (NNP Waters)) (VP (VBD earned) (PP (IN around) (NP ($ $) (CD 65,000))) (PP (IN in) (NP (CD 2000))))))) (. .)))",Waters' tax records show he earned a blue ribbon last year.,( ( ( Waters ' ) ( tax records ) ) ( ( show ( he ( ( earned ( a ( blue ribbon ) ) ) ( last year ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Waters) (POS ')) (NN tax) (NNS records)) (VP (VBP show) (SBAR (S (NP (PRP he)) (VP (VBD earned) (NP (DT a) (JJ blue) (NN ribbon)) (NP (JJ last) (NN year)))))) (. .))),"According to meticulous tax records, it has been duly noted that Waters reputedly acquired a sum nearing $65,000 during the ethereal span of 2000.","According to the ethereal scrolls of Waters' tax records, it is revealed that he was bestowed with the illustrious honor of attaining a coveted blue ribbon during the preceding year.","Tax records be showin' Waters earned around $65,000 in 2000.",Waters' tax reckonin' show he earned a blue ribbon last year.,"'Tis revealed through the scrolls of tax records that Waters did procure a sum close to $65,000 in the grand year of 2000.","Verily, the tax records of Waters doth declare that he didst garner a blue ribbon in the previous year."
38824n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",slate,neutral,38824,Gore has been Clinton's lackey for more than six years.,( Gore ( ( has ( been ( ( ( Clinton 's ) lackey ) ( for ( ( more ( than six ) ) years ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Gore)) (VP (VBZ has) (VP (VBN been) (NP (NP (NP (NNP Clinton) (POS 's)) (NN lackey)) (PP (IN for) (NP (QP (JJR more) (IN than) (CD six)) (NNS years)))))) (. .))),Gore has worked on healthcare with Clinton for six years.,( Gore ( ( has ( ( worked ( on healthcare ) ) ( with ( Clinton ( for ( six years ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Gore)) (VP (VBZ has) (VP (VBN worked) (PP (IN on) (NP (NN healthcare))) (PP (IN with) (NP (NP (NNP Clinton)) (PP (IN for) (NP (CD six) (NNS years))))))) (. .))),"Gore, ever faithful and dedicated, has dutifully served as Clinton's trusted companion for an extensive period of over six years.","Gore, with steadfast dedication, has diligently collaborated alongside the esteemed Clinton for a duration of six full years, tirelessly expending his efforts in the noble pursuit of advancing the realm of healthcare.","Gore be Clinton's lackey for more than six years, matey.",Gore be havin' sailed the healthcare seas wit' Clinton fer six years.,"Verily, Gore hath been the lackey of Clinton for a period exceeding six long years.",Gore hath labored on the matter of healthcare with Clinton for half a dozen years.
21287n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",fiction,neutral,21287,"The rain had stopped, but the green glow painted everything around them.","( ( The rain ) ( ( had ( ( ( stopped , ) but ) ( ( the ( ( green ( glow painted ) ) everything ) ) ( around them ) ) ) ) . ) )","(ROOT (S (NP (DT The) (NN rain)) (VP (VBD had) (VP (VP (VBN stopped)) (, ,) (CC but) (VP (NP (NP (DT the) (ADJP (NN green) (NN glow) (JJ painted)) (NN everything)) (PP (IN around) (NP (PRP them))))))) (. .)))",The green glow painted everything around them after the heavy rain had stopped.,( ( ( ( The ( ( green ( glow painted ) ) everything ) ) ( around them ) ) ( after ( the ( heavy rain ) ) ) ) ( ( had stopped ) . ) ),(ROOT (S (NP (NP (DT The) (ADJP (NN green) (NN glow) (JJ painted)) (NN everything)) (PP (IN around) (NP (PRP them))) (PP (IN after) (NP (DT the) (JJ heavy) (NN rain)))) (VP (VBD had) (VP (VBN stopped))) (. .))),"The downpour had ceased its relentless assault, yet the emerald luminescence bathed the entire surroundings in its enchanting hue.","A luminous emerald radiance adorned the entirety of their surroundings, as if an artist's brush had embellished every inch of the world once the torrents of rain had finally ceased.","The rain had ceased, but the emerald shimmer be paintin' everythin' around 'em.",Arrr! The emerald shimmer be brushin' everythin' 'round 'em after the torrential downpour be ceased.,"The downpour hath halted, but the emerald luminescence hath adorned the entirety of their surroundings.","The verdant gleam did grace the surroundings, once the downpour ceased."
98180n,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",telephone,neutral,98180,yeah i try to no i uh uh try not to use any insecticides at all i try not to even use insecticides on my lawn but i sometimes i can't manage,( yeah ( i ( ( try ( to ( no i ) ) ) ( ( uh uh ) ( try ( ( not ( to ( ( use ( any insecticides ) ) ( at ( all i ) ) ) ) ) ( try ( not ( to ( even ( use ( ( ( insecticides ( on ( my lawn ) ) ) but ) ( ( i ( sometimes i ) ) ( ( ca n't ) manage ) ) ) ) ) ) ) ) ) ) ) ) ) ),(ROOT (S (VP (VB yeah) (SBAR (S (NP (FW i)) (VP (VBP try) (PP (TO to) (NP (DT no) (FW i))) (S (INTJ (UH uh) (UH uh)) (VP (VB try) (SBAR (S (S (RB not) (VP (TO to) (VP (VB use) (NP (DT any) (NNS insecticides)) (PP (IN at) (NP (DT all) (FW i)))))) (VP (VBP try) (S (RB not) (VP (TO to) (VP (ADVP (RB even)) (VB use) (NP (NP (NP (NNS insecticides)) (PP (IN on) (NP (PRP$ my) (NN lawn)))) (CC but) (NP (NP (FW i) (FW sometimes) (FW i)) (SBAR (S (VP (MD ca) (RB n't) (VP (VB manage))))))))))))))))))))),I try not to use insecticides because I've read many disconcerting things about them,( I ( try ( not ( to ( ( use insecticides ) ( because ( I ( 've ( ( read ( many ( disconcerting things ) ) ) ( about them ) ) ) ) ) ) ) ) ) ),(ROOT (S (NP (PRP I)) (VP (VBP try) (S (RB not) (VP (TO to) (VP (VB use) (NP (NNS insecticides)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN read) (NP (JJ many) (NN disconcerting) (NNS things)) (PP (IN about) (NP (PRP them))))))))))))),"In my earnest endeavors, I strive to minimize the application of any insecticides, nay I endeavor to abstain from their use altogether. Lo, I even eschew the employment of such substances on my verdant lawn. Yet alas, there are instances when the magnitude of the challenge overwhelms my ability to conquer it.",I endeavor to refrain from employing insecticides as I have perused a multitude of discomfiting information pertaining to their usage.,"Arrr, I be tryin' me best to avoid usin' any insecticides, matey. I be an avastin' even usin' 'em on me lawn, but there be moments when I just can't be handlin' 'em.",I be tryin' not to use insecticides because I've read many disconcertin' reckonin's about 'em.,"Verily, I doth endeavour to abstain from the use of any insecticides, yea verily, even upon mine own lawn. Yet, sometimes, I cannot govern myself accordingly.","I endeavor to abstain from the usage of insecticides, for I hath come across numerous troubling tales about them."
